Y;X;date_from;date_to;Operation time;Last year;Use data;gaw_id;platform_id;platform_name;TEMIS Dataset index (in TEMIS sheet);TEMIS_dataset_name;TEMIS Lat;TEMIS Lon;Diff_lat_lon;dx  (from https://www.kompf.de/gps/distcalc.html, Verbesserte Methode);dy;Distance;wmo_region;contributor_name;revision_date;country_code;elevation;elevation
-72.31999969;170.2200012;1961/01/01 00:00:00+00;1963/11/16 11:00:00+00;2.873972603;1963;0;HAL;69;Hallett;344;Mario_Zucchelli_teff.dat;-74.694;164.113;8.48100151;193.1259613;264.2262345;327.2814384;the Antarctic;NOAA - Climate Monitoring and Diagnostics Laboratory;;ATA;5;5
-75.62;-26.18;1957/06/09 00:00:00+00;2020/09/04 00:00:00+00;63.28219178;2020;1;HBA;57;Halley;201;Halley_Bay_teff.dat;-75.583;-26.6;0.457;11.63534224;-4.1181;12.34260656;the Antarctic;British Antarctic Survey;2019/04/29 16:14:53+00;ATA;30;30
36.31999969;-119.6299973;1995/01/01 00:00:00+00;2022/02/01 00:00:00+00;27.10410959;2022;1;HNX;341;Hanford (CA);205;Hanford_teff.dat;36.317;-119.633;0.00600239;0.269301413;0.333865497;0.428939881;IV;NOAA - Climate Monitoring and Diagnostics Laboratory;2020/11/17 14:08:11+00;USA;73;73
21.20000076;105.8000031;1993/01/01 00:00:00+00;2023/07/01 00:00:00+00;30.51506849;2023;1;AAR;330;Hanoi;206;Hanoi_teff.dat;21.033;105.85;0.21699766;-5.19112677;18.58718459;19.29847735;II;Hydrometeorological Service of S.R. Vietnam;2019/01/08 17:35:40+00;VNM;25;25
60.97000122;69.06999969;1974/03/02 00:00:00+00;2022/09/01 00:00:00+00;48.53424658;2022;1;XMS;150;Hanty Mansijsk;207;Hanty-Mansijsk_teff.dat;60.967;69.067;0.00600091;0.162080312;0.334035786;0.371281475;VI;Main Geophysical Observatory of  Russia;2018/04/24 12:51:54+00;RUS;40;40
43.91666794;5.75;1992/09/01 00:00:00+00;2022/12/01 00:00:00+00;30.26849315;2022;1;OHP;40;Haute Provence;209;Haute_Provence_teff.dat;43.935;5.712;0.05633206;3.046600565;-2.040358278;3.666720184;VI;National Centre for Scientific Research - France;2019/01/21 16:39:27+00;FRA;580;580
43.91666794;5.75;1957/10/20 00:00:00+00;2022/06/01 00:00:00+00;64.65753425;2022;1;OHP;40;Haute Provence;209;Haute_Provence_teff.dat;43.935;5.712;0.05633206;3.046600565;-2.040358278;3.666720184;VI;NOAA - Climate Monitoring and Diagnostics Laboratory;2020/11/17 14:08:10+00;FRA;580;580
43.91666794;5.75;2015/05/07 00:00:00+00;2015/12/01 00:00:00+00;0.569863014;2015;0;OHP;40;Haute Provence;209;Haute_Provence_teff.dat;43.935;5.712;0.05633206;3.046600565;-2.040358278;3.666720184;II;Japan Meteorological Agency;;JPN;580;580
43.91666794;5.75;1995/12/03 20:24:00+00;1997/04/03 15:45:00+00;1.334246575;1997;0;OHP;40;Haute Provence;209;Haute_Provence_teff.dat;43.935;5.712;0.05633206;3.046600565;-2.040358278;3.666720184;VI;Institut Pierre Simon Laplace (France);;FRA;580;580
33.36999893;43.56999969;1957/06/11 00:00:00+00;1958/02/01 00:00:00+00;0.643835616;1958;0;HAH;6;Hawr al Habbaniyah / Ar Ramadi;46;Baghdad_teff.dat;33.2;44.25;0.84999924;-63.27270133;18.92088091;66.04115738;II;UK Meteorological Office;;IRQ;44;44
80.62000275;58.09999847;1974/04/01 00:00:00+00;2020/06/01 00:00:00+00;46.2;2020;1;HED;114;Heiss Island;212;Heiss_Island_teff.dat;80.62;58.1;4.28E-06;-2.77986E-05;0.000306075;0.000307335;VI;Main Geophysical Observatory of  Russia;;RUS;20;20
60.20335;24.96088;2016/02/01 00:00:00+00;;#WERT!;#WERT!;#WERT!;None;535;Helsinki;213;Helsinki_teff.dat;60.203;24.961;0.00047;-0.006639239;0.038955;0.039516725;VI;Finnish Meteorological Institute;2023/06/30 06:00:02+00;FIN;45;45
52.68299866;1.682999969;2019/04/01 00:00:00+00;;#WERT!;#WERT!;#WERT!;HBY;161;Hemsby;306;Leicester_teff.dat;52.62;-1.12;2.865998629;189.3055578;7.011750858;189.4353686;VI;03RD-QJRMS;2019/04/02 06:00:01+00;GBR;14;14
52.68299866;1.682999969;1952/06/01 00:00:00+00;1955/09/02 00:00:00+00;3.254794521;1955;0;HBY;161;Hemsby;306;Leicester_teff.dat;52.62;-1.12;2.865998629;189.3055578;7.011750858;189.4353686;VI;03RD-QJRMS;;GBR;;
10;-84.06999969;2005/10/18 17:39:25+00;2011/03/24 15:50:55+00;5.432876712;2011;1;HEC;477;Heredia;215;Heredia_teff.dat;10;-84.11;0.04000031;4.384423547;0;4.384423547;IV;University of Colorado;2018/05/04 13:55:17+00;CRI;1144;1144
19.57999992;-155.0700073;1964/12/17 23:00:00+00;2017/12/26 22:50:32+00;53.06027397;2017;1;HIH;109;Hilo (HI);216;Hilo_teff.dat;19.577;-155.067;0.00600722;-0.315367736;0.333891096;0.459282128;IV;NOAA - Climate Monitoring and Diagnostics Laboratory;2017/09/25 18:44:22+00;USA;11;11
-42.81666565;147.5;1967/07/03 00:00:00+00;2021/02/01 03:23:57+00;53.62191781;2021;1;HBT;92;Hobart;217;Hobart_teff.dat;-42.833;147.5;0.01633435;0;1.818013155;1.818013155;V;Australian Bureau of Meteorology;2019/06/04 15:53:39+00;AUS;20;20
47.80149841;11.00961971;1966/11/02 10:00:00+00;2023/09/27 04:42:00+00;56.93972603;2023;1;HPB;99;Hohenpeissenberg;219;Hohenpeissenberg_teff.dat;47.801;11.01;0.0008787;-0.028435683;0.055473033;0.06233655;VI;German Weather Service - Meteorological Observatory at Hohenpeissenberg;2019/09/30 14:45:58+00;DEU;985;985
22.20953941;114.2578888;2003/01/01 00:00:00+00;2010/12/31 07:34:40+00;8.002739726;2010;1;HKG;468;Hok Tsui / Cape d Aguilar;105;Cape_d_aguilar_teff.dat;22.208;114.257;0.00242821;0.091587315;0.171336333;0.194279117;II;Hong Kong Polytechnic University;;HKG;60;60
32.81000137;-115.4400024;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;HLT;361;Holtville (CA);488;San_Diego_teff.dat;32.43;-117.1;2.03999897;155.6255335;42.29415248;161.2702763;IV;US Department of Agriculture - Colorado State University;;USA;-18;-18
32.81000137;-115.4400024;2006/08/07 20:01:00+00;2006/08/31 18:55:00+00;0.065753425;2006;0;HLT;361;Holtville (CA);488;San_Diego_teff.dat;32.43;-117.1;2.03999897;155.6255335;42.29415248;161.2702763;IV;NASA Ames Research Centre;;USA;-18;-18
22.267;114.2;2000/11/01 00:00:00+00;2001/03/01 00:00:00+00;0.328767123;2001;0;None;398;Hong Kong University;221;Hong_Kong_teff.dat;22.267;114.2;0;0;0;0;II;Hong Kong University;;HKG;113;113
36.07;-112.2;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;GRC;364;Hopi Point, Grand Canyon (AZ);177;FourCorners_teff.dat;36.798;-108.48;4.448;-333.1386452;-81.0264;342.8507466;IV;US Department of Agriculture - Colorado State University;;USA;2152;2152
77;15.55000019;1970/07/02 00:00:00+00;1983/08/29 00:00:00+00;13.16712329;1983;1;HRN;189;Hornsund (Svalbard);222;Hornsund_teff.dat;77.15;15.55;0.15000019;4.73529E-06;-16.695;16.695;VI;University of Oslo;;NOR;11;11
29.71999931;-95.40000153;2004/07/08 20:20:58+00;2006/08/31 18:29:00+00;2.147945205;2006;0;HST;484;Houston (TX);223;Houston_teff.dat;29.45;-95.22;0.45000084;-17.42316304;30.0509232;34.73650235;IV;Valparaiso University;;USA;19;19
50.1772;15.8386;1961/01/12 00:00:00+00;2023/09/04 00:00:00+00;62.68493151;2023;1;HKR;96;Hradec KrÃ¡lovÃ©;224;Hradec_Kralove_teff.dat;50.183;15.833;0.0114;0.399212954;-0.64554;0.759007822;VI;Czech HydroMeteorological Institute - Hradec-Kralove;2018/04/24 12:51:58+00;CZE;285;285
-12.14999962;-75.56666565;1964/02/14 00:00:00+00;1992/12/02 00:00:00+00;28.81917808;1992;1;HUA;110;Huancayo;225;Huancayo_teff.dat;-12.05;-75.317;0.34966527;-27.17066422;-11.12995771;29.36189627;III;NOAA - Climate Monitoring and Diagnostics Laboratory;2019/06/04 15:53:39+00;PER;4575;4575
35.27999878;-86.58000183;1999/04/20 20:31:51+00;2007/12/15 19:04:04+00;8.660273973;2007;1;HVA;418;Huntsville (AL);226;Huntsville_teff.dat;34.72;-86.64;0.61999695;5.470571901;62.32786421;62.56748208;IV;University of Alabama at Huntsville (USA);;USA;196;196
27.41666603;33.75;2001/01/01 00:00:00+00;2021/12/02 00:00:00+00;20.93150685;2021;1;HUR;409;Hurghada;227;Hurghada_teff.dat;27.28;33.75;0.13666603;0;15.21092914;15.21092914;I;Egyptian Meteorological Authority;2019/06/04 15:53:39+00;EGY;7;7
67.47000122;86.56999969;1973/03/01 00:00:00+00;2022/06/01 00:00:00+00;49.28493151;2022;1;IFY;142;Igarka;229;Igarka_teff.dat;67.467;86.567;0.00600091;0.128002853;0.334035786;0.357721451;VI;Main Geophysical Observatory of  Russia;2018/05/04 13:54:51+00;RUS;20;20
47.26;11.3567;1998/04/28 00:00:00+00;2022/06/30 00:00:00+00;24.1890411;2022;1;None;507;Innsbruck-Flughafen;636;Zugspitze_teff.dat;47.15;11;0.4667;26.9762875;12.243;29.6245023;VI;Austrian UV network - Innsbruck Medical University;;AUT;578;578
-46.43000031;168.3500061;1970/07/03 00:00:00+00;1987/09/01 00:00:00+00;17.17534247;1987;1;IVC;180;Invercargill;233;Invercargill_teff.dat;-46.42;168.316;0.04400641;2.609349385;-1.113034503;2.836820407;V;National Institute of Water and Atmospheric Research of New Zealand;2019/06/04 15:53:39+00;NZL;30;30
63.75;-68.55000305;1991/11/07 23:00:00+00;1992/04/01 11:00:00+00;0.4;1992;0;IQU;303;Iqualuit;234;Iqaluit_teff.dat;63.75;-68.55;3.05E-06;-0.000150205;0;0.000150205;IV;Meteorological Service of Canada (Atmospheric Environment Service);;CAN;20;20
-25.90999985;28.21666718;1990/07/02 00:00:00+00;2022/12/01 00:00:00+00;32.43835616;2022;1;IRE;265;Irene;236;Irene_teff.dat;-25.92;28.217;0.01033297;-0.033319342;1.113016695;1.113515308;I;South African Weather Service;2019/07/15 19:40:22+00;ZAF;1524;1524
52.25999832;104.3499985;1974/05/01 00:00:00+00;2022/12/01 00:00:00+00;48.61917808;2022;1;IRK;85;Irkutsk;237;Irkutsk_teff.dat;52.27;104.32;0.04000018;2.043854471;-1.113186984;2.327343198;VI;Main Geophysical Observatory of  Russia;2018/04/24 12:51:59+00;RUS;467;467
45.8030014;8.626999855;1991/08/01 00:00:00+00;2005/12/01 00:00:00+00;14.34520548;2005;1;IPR;301;Ispra;241;Ispra_Varese_teff.dat;45.803;8.627;1.545E-06;-1.12523E-05;0.00015582;0.000156226;VI;Joint Research Centre of the European Union;;ITA;209;209
42.61666489;76.98332977;1986/01/02 00:00:00+00;2008/12/03 00:00:00+00;22.93424658;2008;1;ISK;347;Issyk-Kul;242;Issyk-kul_teff.dat;42.62;76.98;0.00666488;0.272755016;-0.371197743;0.460633329;II;Kyrgyz State National University;;KGZ;1640;1640
28.30900002;-16.49939919;1991/05/26 00:00:00+00;2023/09/01 00:00:00+00;32.29041096;2023;1;IZO;300;Izana (Tenerife);243;Izana_teff.dat;28.3;-16.5;0.00960083;0.05887812;1.001702226;1.003431105;VI;National Institute of Meteorology of Spain;2023/09/11 18:14:11+00;ESP;2373;2373
33.18;126.12;2011/01/01 00:00:00+00;2021/12/01 00:00:00+00;10.92328767;2021;1;JGS;515;Jeju Gosan;115;Cheju_teff.dat;33.5;126.5;0.7;-35.33596851;-35.616;50.17100882;II;Korea Meteorological Administration;2021/03/01 14:38:54+00;KOR;52;52
60.81999969;23.5;1995/01/12 14:10:59+00;2001/05/01 00:00:00+00;6.304109589;2001;1;JOK;404;Jokioinen;249;Jokioinen_teff.dat;60.814;23.499;0.00699969;0.054289408;0.667765497;0.66996873;VI;Finnish Meteorological Institute;;FIN;106;106
46.54748917;7.985089779;1957/09/28 00:00:00+00;1958/10/08 00:00:00+00;1.02739726;1958;0;JFJ;41;Jungfraujoch;252;Jungfraujoch_teff.dat;46.548;7.984;0.001600609;0.083432329;-0.056855379;0.100962804;VI;MeteoSwiss (formerly Swiss Meteorological Institute);;CHE;3580;3580
4.96999979;73.47000122;1999/01/27 11:24:00+00;1999/03/28 09:05:00+00;0.164383562;1999;0;KCO;439;Kaashidhoo (Male Atoll);253;Kaashidhoo_Island_teff.dat;5;73.5;0.05999899;-3.32623966;-3.339023373;4.713061357;II;NOAA - Climate Monitoring and Diagnostics Laboratory;;MDV;1;1
31.54999924;130.5500031;1958/02/27 00:00:00+00;2005/03/31 06:00:54+00;47.12054795;2005;1;KAG;7;Kagoshima;254;Kagoshima_teff.dat;31.6;130.5;0.10000386;4.741729171;-5.565084588;7.311235327;II;Japan Meteorological Agency;2018/05/04 13:55:18+00;JPN;31;31
43.36666489;28.46666718;1988/08/02 00:00:00+00;1991/03/01 00:00:00+00;2.578082192;1991;0;KLR;285;Kaliakra;107;Cape_Kaliakra_teff.dat;43.367;28.467;0.00066793;-0.026932769;-0.037297743;0.046005387;VI;Bulgarian National Institute of Hydrology and Meteorology;;BGR;59;59
46.6776;13.9024;2004/11/28 00:00:00+00;2022/06/30 00:00:00+00;17.59726027;2022;1;;509;KanzelhÃ¶he;375;Mount_Krvavec_teff.dat;46.17;14.31;0.9152;-31.27657134;56.49588;64.57560198;VI;Austrian UV network - Innsbruck Medical University;2019/03/05 06:00:01+00;AUT;1526;1526
46.6776;13.9024;2004/11/28 00:00:00+00;2022/06/30 00:00:00+00;17.59726027;2022;1;None;509;KanzelhÃ¶he;375;Mount_Krvavec_teff.dat;46.17;14.31;0.9152;-31.27657134;56.49588;64.57560198;VI;Austrian UV network - Innsbruck Medical University;;AUT;1526;1526
49.47999954;73.08999634;1973/01/01 00:00:00+00;2015/08/01 00:00:00+00;42.60821918;2015;1;KGD;128;Karaganda;260;Karaganda_teff.dat;49.8;73.13;0.36000412;-2.883880452;-35.6160512;35.73261632;II;Main Geophysical Observatory of  Russia;2018/05/04 13:48:53+00;KAZ;553;553
54.88388062;23.83568001;1993/01/01 00:00:00+00;2023/09/01 00:00:00+00;30.68493151;2023;1;KAU;312;Kaunas;261;Kaunas_teff.dat;54.53;23.5;0.68956063;21.59124443;39.38691301;44.91670905;VI;Lithuanian Hydrometeorological Service;2021/03/08 16:10:45+00;LTU;77;77
49.97000122;-119.3799973;2003/11/19 23:25:00+00;2017/06/28 23:15:00+00;13.61643836;2017;1;KLW;457;Kelowna;264;Kelowna_teff.dat;49.92;-119.4;0.07000392;1.432955022;5.565135786;5.746659587;IV;Meteorological Service of Canada (Atmospheric Environment Service);2018/04/24 12:51:59+00;CAN;431;431
50.24000168;30.57999992;1973/02/12 00:00:00+00;1997/02/01 00:00:00+00;23.98630137;1997;1;KIE;87;Kiev;285;Kyiv-Goloseyev_teff.dat;50.364;30.497;0.20699824;5.901796444;-13.80101302;15.00996874;VI;Main Geophysical Observatory of  Russia;;UKR;121;121
19.42000008;-155.2899933;1999/02/18 06:36:17+00;2003/05/13 13:32:38+00;4.232876712;2003;0;HVT;465;Kilauea (HI);216;Hilo_teff.dat;19.577;-155.067;0.37999322;-23.39631328;-17.4740911;29.20156391;IV;US Environmental Protection Agency and the University of Georgia at Athens;;USA;1243;1243
-54.28329849;-36.49449921;1971/03/10 00:00:00+00;1982/04/01 00:00:00+00;11.06849315;1982;1;KEP;211;King Edward Point (South Georgia);271;King_Edward_Point_teff.dat;-54.267;-36.5;0.02179928;0.357570487;-1.814021937;1.848927322;III;British Antarctic Survey;;SGS;15;15
-62.22;-58.78;1997/09/01 00:00:00+00;2020/04/01 00:00:00+00;22.59726027;2020;1;KSG;533;King Sejong;272;King_George_Island_teff.dat;-62.185;-58.904;0.159;6.438662822;-3.8955;7.525377013;2;Korea Polar Research Institute;2022/01/26 20:27:34+00;KOR;10;10
22.31189728;114.1728745;2000/01/05 05:19:00+00;2022/12/29 05:21:00+00;22.99726027;2022;1;HKO;344;King's Park;221;Hong_Kong_teff.dat;22.267;114.2;0.07202278;-2.793566144;4.997067264;5.724918606;II;Hong Kong Observatory;2018/04/24 12:51:58+00;HKG;65;65
47.494;12.0922;2019/03/25 00:00:00+00;2022/06/30 00:00:00+00;3.268493151;2022;1;;528;Kirchbichl;529;Sonnblick_teff.dat;47.02;12.56;0.9418;-35.34381245;52.7562;63.50119461;VI;Austrian UV network - Innsbruck Medical University;2019/03/25 18:03:12+00;AUT;526;526
47.494;12.0922;2016/06/15 00:00:00+00;2022/06/30 00:00:00+00;6.043835616;2022;1;None;528;Kirchbichl;529;Sonnblick_teff.dat;47.02;12.56;0.9418;-35.34381245;52.7562;63.50119461;VI;Austrian UV network - Innsbruck Medical University;;AUT;;
43.72999954;42.65999985;1989/03/01 00:00:00+00;2020/03/31 00:00:00+00;31.10410959;2020;1;KSL;282;Kislovodsk;277;Kislovodsk_teff.dat;43.733;42.661;0.00400061;-0.080447099;-0.333951198;0.343504204;VI;Russian Academy of Sciences - Institute of Atmospheric Physics;2016/04/25 10:44:02+00;RUS;2070;2070
46.6483;14.3183;1997/03/31 00:00:00+00;2022/06/30 00:00:00+00;25.26575342;2022;1;;508;Klagenfurt-Flughafen;375;Mount_Krvavec_teff.dat;46.17;14.31;0.4866;0.637059026;53.23479;53.2386017;VI;Austrian UV network - Innsbruck Medical University;2019/03/05 06:00:01+00;AUT;450;450
46.6483;14.3183;1997/03/31 00:00:00+00;2022/06/30 00:00:00+00;25.26575342;2022;1;None;508;Klagenfurt-Flughafen;375;Mount_Krvavec_teff.dat;46.17;14.31;0.4866;0.637059026;53.23479;53.2386017;VI;Austrian UV network - Innsbruck Medical University;;AUT;450;450
10;77.46666718;1957/07/01 00:00:00+00;2005/11/18 00:00:00+00;48.41643836;2005;1;KDK;8;Kodaikanal;278;Kodaikanal_teff.dat;10.233;77.467;0.23333282;-0.036467164;-25.9329;25.93292564;II;India Meteorological Department;2019/06/04 15:53:39+00;IND;2343;2343
76;137.8699951;1974/04/01 00:00:00+00;2019/10/02 00:00:00+00;45.53424658;2019;1;KOT;273;Kotelnyj Island;281;Kotelnyj_teff.dat;76;137.9;0.0300049;-0.808719958;0;0.808719958;VI;Main Geophysical Observatory of  Russia;2018/04/24 12:51:54+00;RUS;5;5
56;92.87999725;1973/01/04 00:00:00+00;2022/12/02 00:00:00+00;49.94246575;2022;1;KRS;143;Krasnoyarsk;283;Krasnoyarsk_teff.dat;56;92.88;2.75E-06;-0.000171202;0;0.000171202;VI;Main Geophysical Observatory of  Russia;2018/04/24 12:51:53+00;RUS;137;137
25.03000069;102.2133331;1980/01/01 00:00:00+00;2014/12/01 00:00:00+00;34.93972603;2014;1;KUN;209;Kunming;284;Kunming_teff.dat;25.03;102.683;0.46966759;-47.36651476;7.6797E-05;47.36651476;II;Chinese Academy of Sciences - Institute of Atmospheric Physics;;CHN;1917;1917
50.36399841;30.49699974;2010/05/01 00:00:00+00;2022/05/29 00:00:00+00;12.08493151;2022;1;KGV;498;Kyiv-Goloseyev;285;Kyiv-Goloseyev_teff.dat;50.364;30.497;1.85E-06;-1.84635E-05;-0.000176967;0.000177928;VI;Kyiv National Taras Shevchenko University;2022/06/20 15:33:36+00;UKR;206;206
43.33150101;-8.470000267;1999/01/13 00:00:00+00;2023/07/01 00:00:00+00;24.47945205;2023;1;LCO;405;La CoruÃ±a;287;La_Coruna_teff.dat;43.33;-8.42;0.051501277;-4.048572854;0.167062413;4.052018263;VI;National Institute of Meteorology of Spain;2018/05/04 13:53:28+00;ESP;62;62
23.14999962;-82.34999847;1982/09/03 00:00:00+00;2015/07/01 00:00:00+00;32.84657534;2015;1;LHB;311;La Habana;210;Havana_teff.dat;23.28;-82.55;0.33000191;20.45848336;-14.46904229;25.05798727;IV;Institute of Meteorology of Cuba;2018/04/24 12:51:59+00;CUB;50;50
-16.52;-68.03;1965/03/10 12:00:00+00;1965/09/22 12:00:00+00;0.536986301;1965;0;LPZ;149;La Paz-Ovejuyo;297;La_Paz_teff.dat;-16.31;-68.01;0.23;-2.13530229;-23.373;23.47033542;III;UNKNOWN;;BOL;3420;3420
-22.1;-65.6;2015/06/11 00:00:00+00;2016/07/01 00:00:00+00;1.057534247;2016;0;LQO;513;La Quiaca;298;La_Quiaca_teff.dat;-22.06;-65.34;0.3;-26.81647496;-4.452;27.18351768;III;National Meteorological Service of Argentina;;ARG;3459;3459
-21.0796;55.3841;1993/08/06 00:00:00+00;2022/12/01 00:00:00+00;29.33972603;2022;1;RUN;436;La RÃ©union;464;Reunion_Island_teff.dat;-20.901;55.484;0.2785;-10.38130907;-19.87818;22.42573562;III;National Centre for Scientific Research - France;2019/01/21 16:56:01+00;FRA;2160;2160
-21.0796;55.3841;1998/01/06 09:41:00+00;2017/12/18 11:38:00+00;19.96164384;2017;1;RUN;436;La RÃ©union;464;Reunion_Island_teff.dat;-20.901;55.484;0.2785;-10.38130907;-19.87818;22.42573562;III;UniversitÃ© de La RÃ©union;2018/05/31 17:47:15+00;FRA;2160;2160
6.599999905;3.299999952;1993/04/08 00:00:00+00;2011/12/01 00:00:00+00;18.66027397;2011;1;LAG;317;Lagos;289;Lagos_teff.dat;6.6;3.333;0.033000143;-3.648573311;-1.05735E-05;3.648573311;I;Nigerian Meteorological Agency (NIMET);;NGA;10;10
43.128275;0.3674194;2004/10/22 00:00:00+00;2017/07/27 00:00:00+00;12.76986301;2017;1;LZA;474;Lannemezan;296;Lannemezan_teff.dat;43.12;0.37;0.0108556;-0.209662959;0.9210075;0.944570469;VI;Laboratoire d'Aerologie -  Observatoire Midi-Pyrenees;2018/05/04 13:55:18+00;FRA;592;592
32.61999893;-106.7399979;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;LCS;367;Las Cruces (NM);618;White_Sands_teff.dat;32.383;-106.483;0.49399683;-24.12549849;26.37798091;35.74685376;IV;US Department of Agriculture - Colorado State University;;USA;1317;1317
-45.0379982;169.6840057;2001/11/22 00:00:00+00;2006/09/28 00:00:00+00;4.852054795;2006;0;LAU;256;Lauder;302;Lauder_teff.dat;-45.03;169.683;0.0090039;0.079114341;-0.89019966;0.893708293;V;US Department of Agriculture - Colorado State University;;NZL;370;370
-45.0379982;169.6840057;1987/01/29 00:00:00+00;2012/12/03 00:00:00+00;25.8630137;2012;1;LAU;256;Lauder;302;Lauder_teff.dat;-45.03;169.683;0.0090039;0.079114341;-0.89019966;0.893708293;V;NOAA - Climate Monitoring and Diagnostics Laboratory;2019/06/04 15:53:39+00;NZL;370;370
-45.0379982;169.6840057;1986/08/02 21:23:00+00;2023/06/30 00:53:38+00;36.93424658;2023;1;LAU;256;Lauder;302;Lauder_teff.dat;-45.03;169.683;0.0090039;0.079114341;-0.89019966;0.893708293;V;National Institute of Water and Atmospheric Research of New Zealand at Lauder;2020/11/16 11:45:12+00;NZL;370;370
-37.86000061;144.75;1982/09/30 02:00:00+00;1999/02/25 02:00:00+00;16.41643836;1999;1;LVT;254;Laverton;303;Laverton_teff.dat;-37.867;144.75;0.00699939;0;0.779032107;0.779032107;V;Australian Bureau of Meteorology;;AUS;21;21
52.40000153;20.96999931;1979/01/17 12:00:00+00;2023/05/10 11:19:48+00;44.33972603;2023;1;LEG;221;Legionowo;305;Legionowo_teff.dat;52.4;20.967;0.00300084;0.203726237;0.000170289;0.203726309;VI;Polish  Institute of Meteorology and Water Management;2018/05/04 13:55:14+00;POL;96;96
-4.300000191;15.55000019;1958/01/02 00:00:00+00;1959/06/01 00:00:00+00;1.410958904;1959;0;LEO;1;Leopoldville/Kinshasa;83;Brazzaville_Kinshasa_teff.dat;-4.28;15.25;0.320000381;33.29650441;-2.226021258;33.37083123;I;;;COD;450;450
60.13333511;-1.183333278;2000/07/01 00:00:00+00;2012/09/01 00:00:00+00;12.17808219;2012;1;SIS;43;Lerwick;309;Lerwick_teff.dat;60.13;-1.18;0.006668388;-0.184821788;0.371197743;0.414664753;VI;UK National Environmental Technology Centre;2019/05/07 18:36:32+00;GBR;84;84
60.13333511;-1.183333278;1952/06/01 00:00:00+00;2023/09/01 00:00:00+00;71.29863014;2023;1;SIS;43;Lerwick;309;Lerwick_teff.dat;60.13;-1.18;0.006668388;-0.184821788;0.371197743;0.414664753;VI;UK Meteorological Office;2023/01/09 20:49:55+00;GBR;84;84
60.13333511;-1.183333278;2012/10/01 00:00:00+00;2014/11/01 00:00:00+00;2.084931507;2014;0;SIS;43;Lerwick;309;Lerwick_teff.dat;60.13;-1.18;0.006668388;-0.184821788;0.371197743;0.414664753;VI;UK-Ricardo-AEA;;GBR;84;84
29.39999962;91.02999878;1998/06/02 00:00:00+00;2016/09/01 00:00:00+00;18.2630137;2016;1;LHS;349;Lhasa;310;Lhasa_teff.dat;29.67;91.13;0.3700016;-9.684360797;-30.05104229;31.57296291;II;Chinese Academy of Meteorological Sciences - Institute of Atmospheric Chemistry;2018/04/26 13:25:08+00;CHN;3633;3633
30.18000031;119.4400024;1993/12/10 00:00:00+00;2022/02/01 00:00:00+00;28.16438356;2022;1;LAN;325;Linan;312;Linan_teff.dat;30.3;119.73;0.40999729;-27.88624366;-13.3559655;30.91964424;II;Chinese Academy of Meteorological Sciences - Institute of Atmospheric Chemistry;2019/01/21 18:24:49+00;CHN;139;139
52.21666718;14.11666679;1975/01/08 11:00:00+00;2023/09/20 10:46:06+00;48.73150685;2023;1;LIN;174;Lindenberg;313;Lindenberg_teff.dat;52.209;14.121;0.01200039;-0.295576813;0.853357134;0.903096922;VI;German Weather Service - Meteorological Observatory at Lindenberg;2022/12/12 21:48:29+00;DEU;112;112
38.76666641;-9.133333206;1960/09/26 00:00:00+00;2002/12/01 00:00:00+00;42.20821918;2002;1;LIS;82;Lisboa;314;Lisbon_teff.dat;38.766;-9.128;0.005999616;-0.46286988;0.074171433;0.468774921;VI;Portuguese Institute of Meteorology;2019/06/04 15:53:39+00;PRT;105;105
38.776;-9.126;2017/11/21 00:00:00+00;2023/09/01 00:00:00+00;5.780821918;2023;1;LIS;82;Lisboa;314;Lisbon_teff.dat;38.766;-9.128;0.012;0.173569;1.113;1.126452484;VI;Instituto PortuguÃªs do Mar e da Atmosfera;2022/09/12 19:25:35+00;PRT;110;110
-78;-162;2019/04/01 00:00:00+00;;#WERT!;#WERT!;#WERT!;LAM;58;Little America;94;Byrd_teff.dat;-80.01;-119.31;44.7;-907.4155067;223.713;934.585688;the Antarctic;UNKNOWN;2019/04/02 06:00:01+00;ATA;44;44
-78;-162;1957/02/12 00:00:00+00;1958/11/02 00:00:00+00;1.720547945;1958;0;LAM;58;Little America;94;Byrd_teff.dat;-80.01;-119.31;44.7;-907.4155067;223.713;934.585688;the Antarctic;UNKNOWN;;ATA;;
41.65000153;-111.8666687;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;LGN;369;Logan (UT);59;Bear_Lake_Obs_teff.dat;41.54;-111.24;0.73667023;-52.16797157;12.24317029;53.58537559;IV;US Department of Agriculture - Colorado State University;;USA;1370;1370
43.00999832;-81.26999664;1991/03/01 00:00:00+00;1992/11/01 00:00:00+00;1.673972603;1992;0;LXY;296;London (Ontario);315;London_Ontario_teff.dat;43.01;-81.27;5.04E-06;0.000273494;-0.000186984;0.000331304;IV;University of Western Ontario;;CAN;;
